area_m2,count,label,mean_elev,mean_ndvi,site_index,subcell_id,NDVI,elevation,geometry,ndvi_z,elev_z,score,perimeter,compactness,mean_ndvi_z,mean_elev_z,compactness_z
3040719.6986201582,3,1,527.9186351706037,0.3287675423776092,1169,0,0.2935104230599714,524.4517503725588,"{""type"": ""Polygon"", ""coordinates"": [[[-54.79295458831001, -9.394716809344139], [-54.77498828262762, -9.394716809344139], [-54.77498828262762, -9.376750503661746], [-54.783971435468814, -9.376750503661746], [-54.783971435468814, -9.385733656502943], [-54.79295458831001, -9.385733656502943], [-54.79295458831001, -9.394716809344139]]]}",0.4261317772384393,3.985757948548554,3.1464512416820023,8054.275420010788,4.618897052352641,-0.3195962688061893,2.059035917890524,0.7678190549852886
8077513.982448727,8,1,278.2754549926218,0.2790966202068698,867,0,0.2119118776597341,280.63168266355547,"{""type"": ""Polygon"", ""coordinates"": [[[-55.42177528719368, -7.966395507594093], [-55.40380898151129, -7.966395507594093], [-55.40380898151129, -7.9124965905469296], [-55.412792134352486, -7.9124965905469296], [-55.412792134352486, -7.948429201911701], [-55.42177528719368, -7.948429201911701], [-55.42177528719368, -7.966395507594093]]]}",-1.0138604378904303,-0.0216558200348782,3.073564840132832,16116.13845738722,5.670510130033399,-0.7920825725771647,-0.6374202132821941,2.918902480837861
5067909.995625199,5,1,300.16679779701025,0.2419173718482959,605,0,0.1636904327571952,304.5805424398816,"{""type"": ""Polygon"", ""coordinates"": [[[-55.89788238777702, -9.403699962185335], [-55.87991608209464, -9.403699962185335], [-55.87991608209464, -9.385733656502943], [-55.87093292925344, -9.385733656502943], [-55.87093292925344, -9.376750503661746], [-55.88889923493582, -9.376750503661746], [-55.88889923493582, -9.394716809344139], [-55.89788238777702, -9.394716809344139], [-55.89788238777702, -9.403699962185335]]]}",-1.8648376816798744,0.3719663756740737,3.0422034621152916,12081.491984242806,5.366685228445052,-1.1457439274749415,-0.4009665457619657,2.2974260804023157
3041141.156942351,3,1,518.5811518324607,0.3391029943913416,1172,0,0.2421274913082687,516.4619406789636,"{""type"": ""Polygon"", ""coordinates"": [[[-54.783971435468814, -9.439632573550107], [-54.757021976945225, -9.439632573550107], [-54.757021976945225, -9.43064942070891], [-54.783971435468814, -9.43064942070891], [-54.783971435468814, -9.439632573550107]]]}",-0.4806371038736834,3.854437857977961,2.915134289563312,8027.427437961567,4.603181500541021,-0.22128201760335062,1.95817951084224,0.7356727611177214
4055543.870989647,4,1,484.2568897637795,0.3941493853683913,1176,0,0.2272101202968088,490.08994205825553,"{""type"": ""Polygon"", ""coordinates"": [[[-54.74803882410403, -9.511497796279677], [-54.73905567126283, -9.511497796279677], [-54.73905567126283, -9.475565184914892], [-54.74803882410403, -9.475565184914892], [-54.74803882410403, -9.511497796279677]]]}",-0.7438880971521601,3.420989080070881,2.8750218686183047,10111.087741984986,5.020804686055467,0.3023375302535565,1.5874348871073203,1.589924511764541
3041246.8830207107,3,1,498.2526178010472,0.3244972447733795,1183,0,0.291621438341279,500.11768935135547,"{""type"": ""Polygon"", ""coordinates"": [[[-54.63125783716849, -9.4575988792325], [-54.62227468432731, -9.4575988792325], [-54.62227468432731, -9.439632573550107], [-54.64024099000969, -9.439632573550107], [-54.64024099000969, -9.448615726391303], [-54.63125783716849, -9.448615726391303], [-54.63125783716849, -9.4575988792325]]]}",0.392796338768644,3.5858046055025476,2.866688711263921,8055.013478190638,4.6189199226707816,-0.3602167574713489,1.7386061173785048,0.7678658364140672
1014328.152214177,1,1,498.3346456692913,0.2511532157990404,1114,0,0.2064440502843987,505.6682615004514,"{""type"": ""Polygon"", ""coordinates"": [[[-54.83787035251599, -9.646245088897594], [-54.828887199674796, -9.646245088897594], [-54.828887199674796, -9.637261936056412], [-54.83787035251599, -9.637261936056412], [-54.83787035251599, -9.646245088897594]]]}",-1.1103527076426882,3.677033516489277,2.2994485431410374,4028.656304428354,4.000101196712596,-1.0578895132667137,1.7394921201449178,-0.49793309027059396
2025661.789374647,2,1,551.1768172888015,0.3710930935433652,1162,0,0.2649582989684658,554.4536559540388,"{""type"": ""Polygon"", ""coordinates"": [[[-54.86481981103957, -9.134205376949474], [-54.84685350535719, -9.134205376949474], [-54.84685350535719, -9.125222224108278], [-54.86481981103957, -9.125222224108278], [-54.86481981103957, -9.134205376949474]]]}",-0.0777354941141938,4.478867685744004,2.2071539435936294,6025.6617893737275,4.233711728711394,0.08301842710453272,2.310253146127379,-0.020080775429216744
1012627.5748455547,1,1,579.232283464567,0.3637805501219396,1166,0,0.2488765352564451,577.640848660732,"{""type"": ""Polygon"", ""coordinates"": [[[-54.80193774115121, -9.062340154219918], [-54.79295458831001, -9.062340154219918], [-54.79295458831001, -9.053357001378721], [-54.80193774115121, -9.053357001378721], [-54.80193774115121, -9.062340154219918]]]}",-0.3615348490814266,4.859971161683069,2.1018488687510994,4025.255149691133,4.000078732833869,0.013459086118721425,2.613286995193943,-0.4979790403241217
9071798.27872898,9,1,285.0816237450896,0.3194408517649718,137,0,0.1592020460640599,284.53203792956197,"{""type"": ""Polygon"", ""coordinates"": [[[-57.64061403896889, -7.229776974616094], [-57.6226477332865, -7.229776974616094], [-57.6226477332865, -7.2207938217748975], [-57.631630886127695, -7.2207938217748975], [-57.631630886127695, -7.1938443632513085], [-57.64061403896889, -7.1938443632513085], [-57.64061403896889, -7.202827516092505], [-57.658580344651284, -7.202827516092505], [-57.658580344651284, -7.2207938217748975], [-57.64061403896889, -7.2207938217748975], [-57.64061403896889, -7.229776974616094]]]}",-1.9440454894281736,0.0424502133291022,2.0736822137271274,16063.794062741334,5.3333665840067574,-0.40831484662587925,-0.5639051448981767,2.229272511999425
1012856.4274577657,1,1,554.7559055118111,0.3399294514994701,1158,0,0.2893612939012515,552.6569669398801,"{""type"": ""Polygon"", ""coordinates"": [[[-54.90075242240435, -9.14318852979067], [-54.891769269563156, -9.14318852979067], [-54.891769269563156, -9.134205376949474], [-54.90075242240435, -9.134205376949474], [-54.90075242240435, -9.14318852979067]]]}",0.3529109415137932,4.449337399903072,2.064359035696808,4025.7128549155314,4.000081594013081,-0.21342048318483076,2.348911740269873,-0.4979731877578961
4059826.174275633,4,1,276.534906588004,0.2411455850849994,583,0,0.2149458921599394,279.9401660800597,"{""type"": ""Polygon"", ""coordinates"": [[[-55.538556274129206, -9.861840757086291], [-55.529573121288024, -9.861840757086291], [-55.529573121288024, -9.852857604245095], [-55.52058996844683, -9.852857604245095], [-55.52058996844683, -9.843874451403899], [-55.529573121288024, -9.843874451403899], [-55.529573121288024, -9.834891298562702], [-55.538556274129206, -9.834891298562702], [-55.538556274129206, -9.861840757086291]]]}",-0.9603183405472226,-0.0330215501158492,2.059698996256065,10089.739274644759,5.007560722607356,-1.1530854194213935,-0.656220295919695,1.5628338727543662
4056531.8834604695,4,1,369.76007866273346,0.3458036244524323,1088,0,0.2783456160266984,373.52871624933806,"{""type"": ""Polygon"", ""coordinates"": [[[-54.96363449229273, -9.583363019009234], [-54.93668503376914, -9.583363019009234], [-54.93668503376914, -9.574379866168037], [-54.945668186610334, -9.574379866168037], [-54.945668186610334, -9.565396713326841], [-54.95465133945153, -9.565396713326841], [-54.95465133945153, -9.574379866168037], [-54.96363449229273, -9.574379866168037], [-54.96363449229273, -9.583363019009234]]]}",0.1585142116956453,1.5051949226059254,2.0415100717472954,10056.505063683726,4.993092707302445,-0.15754339967274875,0.3507272467342543,1.5332394253402923
1014328.1522151217,1,1,479.7007874015748,0.2618691653216962,1118,0,0.2212992966528047,490.727950115691,"{""type"": ""Polygon"", ""coordinates"": [[[-54.8199040468336, -9.646245088897594], [-54.8109208939924, -9.646245088897594], [-54.8109208939924, -9.637261936056412], [-54.8199040468336, -9.637261936056412], [-54.8199040468336, -9.646245088897594]]]}",-0.8481980452108763,3.4314753468407075,1.9962460810257834,4028.6563044302166,4.000101196712583,-0.9559558434235829,1.538223327872822,-0.4979330902706212
4059522.6830341714,4,1,343.918547595682,0.3220056135734341,1295,0,0.280687227302271,345.46834674061057,"{""type"": ""Polygon"", ""coordinates"": [[[-54.06531920817319, -9.834891298562702], [-54.056336055332, -9.834891298562702], [-54.056336055332, -9.825908145721506], [-54.047352902490815, -9.825908145721506], [-54.047352902490815, -9.81692499288031], [-54.07430236101439, -9.81692499288031], [-54.07430236101439, -9.825908145721506], [-54.06531920817319, -9.825908145721506], [-54.06531920817319, -9.834891298562702]]]}",0.1998372768451951,1.0439961698641265,1.9880926101419736,10059.550241890363,4.992764456360129,-0.3839179807338425,0.07160664414073367,1.5325679852673975
