geometry,area_m2,count,label,mean_elev,mean_ndvi
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.52096301740602, -9.152171682631867], [-58.511979864564836, -9.152171682631867], [-58.511979864564836, -9.14318852979067], [-58.52096301740602, -9.14318852979067], [-58.52096301740602, -9.152171682631867]]]}",985075.8124589558,1,1,245.79133858267716,0.5936531055169927
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.48503040604125, -9.897773368451062], [-58.47604725320005, -9.897773368451062], [-58.47604725320005, -9.87980706276867], [-58.48503040604125, -9.87980706276867], [-58.48503040604125, -9.897773368451062]]]}",1965883.3676487638,2,1,265.9015748031496,0.3694136170554392
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.413165183311676, -9.72709346446836], [-58.40418203047048, -9.72709346446836], [-58.40418203047048, -9.718110311627164], [-58.413165183311676, -9.718110311627164], [-58.413165183311676, -9.72709346446836]]]}",983434.5653955351,1,1,274.01181102362204,0.3240418042400478
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.350283113423316, -9.619295630374019], [-58.34129996058212, -9.619295630374019], [-58.34129996058212, -9.601329324691626], [-58.350283113423316, -9.601329324691626], [-58.350283113423316, -9.619295630374019]]]}",1967525.8097220296,2,1,239.3740157480315,0.3328186351413128
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.33231680774092, -9.81692499288031], [-58.32333365489973, -9.81692499288031], [-58.32333365489973, -9.807941840039113], [-58.33231680774092, -9.807941840039113], [-58.33231680774092, -9.81692499288031]]]}",983169.1717102813,1,1,257.4015748031496,0.5743864865337094
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.32333365489973, -9.780992381515524], [-58.31435050205853, -9.780992381515524], [-58.31435050205853, -9.772009228674328], [-58.32333365489973, -9.772009228674328], [-58.32333365489973, -9.780992381515524]]]}",983275.6192369465,1,1,239.8267716535433,0.427496630153922
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.242485279328974, -10.0145543553866], [-58.23350212648778, -10.0145543553866], [-58.23350212648778, -10.005571202545404], [-58.242485279328974, -10.005571202545404], [-58.242485279328974, -10.0145543553866]]]}",982576.7993993065,1,1,207.47637795275594,0.6650474038391163
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.23350212648778, -9.700144005944772], [-58.22451897364658, -9.700144005944772], [-58.22451897364658, -9.682177700262379], [-58.23350212648778, -9.682177700262379], [-58.23350212648778, -9.700144005944772]]]}",1967053.7581459964,2,1,198.90748031496062,0.22284226035250107
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.23350212648778, -9.95167228549824], [-58.22451897364658, -9.95167228549824], [-58.22451897364658, -9.942689132657044], [-58.23350212648778, -9.942689132657044], [-58.23350212648778, -9.95167228549824]]]}",982766.5498903792,1,1,200.74409448818898,0.37060466568225736
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.20655266796419, -9.897773368451062], [-58.19756951512299, -9.897773368451062], [-58.19756951512299, -9.888790215609866], [-58.20655266796419, -9.888790215609866], [-58.20655266796419, -9.897773368451062]]]}",982928.2510119713,1,1,209.78740157480314,0.4681708913261088
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.19756951512299, -9.75404292299195], [-58.1885863622818, -9.75404292299195], [-58.1885863622818, -9.745059770150753], [-58.19756951512299, -9.745059770150753], [-58.19756951512299, -9.75404292299195]]]}",983355.201092837,1,1,214.75590551181105,0.35613719308151653
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.19756951512299, -9.780992381515524], [-58.1796032094406, -9.780992381515524], [-58.1796032094406, -9.772009228674328], [-58.19756951512299, -9.772009228674328], [-58.19756951512299, -9.780992381515524]]]}",1966551.24951381,2,1,215.8644400785855,0.3054955588794344
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.16163690375822, -9.772009228674328], [-58.152653750917025, -9.772009228674328], [-58.152653750917025, -9.745059770150753], [-58.1796032094406, -9.745059770150753], [-58.1796032094406, -9.75404292299195], [-58.16163690375822, -9.75404292299195], [-58.16163690375822, -9.772009228674328]]]}",4916657.9025320485,5,1,223.69442262372345,0.3437014409539102
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.125704292393436, -9.780992381515524], [-58.11672113955224, -9.780992381515524], [-58.11672113955224, -9.75404292299195], [-58.14367059807583, -9.75404292299195], [-58.14367059807583, -9.763026075833132], [-58.13468744523463, -9.763026075833132], [-58.13468744523463, -9.772009228674328], [-58.125704292393436, -9.772009228674328], [-58.125704292393436, -9.780992381515524]]]}",5899814.569755504,6,1,226.33551340745584,0.35237653043071715
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.09875483386985, -9.969638591180633], [-58.08977168102865, -9.969638591180633], [-58.08977168102865, -9.960655438339437], [-58.09875483386985, -9.960655438339437], [-58.09875483386985, -9.969638591180633]]]}",982712.4562448887,1,1,254.80314960629923,0.5025611925856774
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.08977168102865, -9.772009228674328], [-58.080788528187455, -9.772009228674328], [-58.080788528187455, -9.75404292299195], [-58.08977168102865, -9.75404292299195], [-58.08977168102865, -9.772009228674328]]]}",1966630.868670746,2,1,229.20078740157484,0.3872237629519217
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.080788528187455, -9.987604896863012], [-58.07180537534626, -9.987604896863012], [-58.07180537534626, -9.97862174402183], [-58.080788528187455, -9.97862174402183], [-58.080788528187455, -9.987604896863012]]]}",982658.2659714716,1,1,258.7165354330709,0.3837660762130441
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.05383906966388, -9.987604896863012], [-58.044855916822684, -9.987604896863012], [-58.044855916822684, -9.97862174402183], [-58.05383906966388, -9.97862174402183], [-58.05383906966388, -9.987604896863012]]]}",982658.2659721414,1,1,250.0708661417323,0.3384931010418044
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.02688961114029, -9.969638591180633], [-58.0089233054579, -9.969638591180633], [-58.0089233054579, -9.95167228549824], [-58.017906458299095, -9.95167228549824], [-58.017906458299095, -9.960655438339437], [-58.02688961114029, -9.960655438339437], [-58.02688961114029, -9.969638591180633]]]}",2948177.5632910114,3,1,246.1942257217848,0.3117742709273257
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.3862157247881, -9.511497796279677], [-58.36824941910571, -9.511497796279677], [-58.36824941910571, -9.50251464343848], [-58.3862157247881, -9.50251464343848], [-58.3862157247881, -9.511497796279677]]]}",1968123.3027202904,2,1,229.22593320235757,0.3830453394918518
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.36824941910571, -9.197087446837834], [-58.35926626626451, -9.197087446837834], [-58.35926626626451, -9.179121141155456], [-58.36824941910571, -9.179121141155456], [-58.36824941910571, -9.197087446837834]]]}",1969927.298231354,2,1,241.2027559055118,0.3647770322824794
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.35926626626451, -9.529464101962056], [-58.350283113423316, -9.529464101962056], [-58.350283113423316, -9.520480949120874], [-58.35926626626451, -9.520480949120874], [-58.35926626626451, -9.529464101962056]]]}",984009.9211623537,1,1,249.5551181102362,0.28844155432088986
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.350283113423316, -9.538447254803252], [-58.33231680774092, -9.538447254803252], [-58.33231680774092, -9.529464101962056], [-58.350283113423316, -9.529464101962056], [-58.350283113423316, -9.538447254803252]]]}",1967968.0562150197,2,1,247.04192872117403,0.4337432056336682
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.31435050205853, -9.36776735082055], [-58.305367349217335, -9.36776735082055], [-58.305367349217335, -9.358784197979354], [-58.31435050205853, -9.358784197979354], [-58.31435050205853, -9.36776735082055]]]}",984471.9591884951,1,1,239.11417322834646,0.2711639654932539
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.32333365489973, -9.412683115026518], [-58.305367349217335, -9.412683115026518], [-58.305367349217335, -9.394716809344139], [-58.33231680774092, -9.394716809344139], [-58.33231680774092, -9.403699962185335], [-58.32333365489973, -9.403699962185335], [-58.32333365489973, -9.412683115026518]]]}",4921761.427217458,5,1,229.83359497645208,0.3185123996649372
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.305367349217335, -9.385733656502943], [-58.29638419637614, -9.385733656502943], [-58.29638419637614, -9.376750503661746], [-58.305367349217335, -9.376750503661746], [-58.305367349217335, -9.385733656502943]]]}",984421.0087636255,1,1,231.15748031496065,0.5254091819399126
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.29638419637614, -9.322851586614568], [-58.28740104353494, -9.322851586614568], [-58.28740104353494, -9.313868433773372], [-58.29638419637614, -9.313868433773372], [-58.29638419637614, -9.322851586614568]]]}",984598.911739643,1,1,267.0275590551181,0.41261153623804725
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.29638419637614, -9.358784197979354], [-58.28740104353494, -9.358784197979354], [-58.28740104353494, -9.340817892296961], [-58.29638419637614, -9.340817892296961], [-58.29638419637614, -9.331834739455765], [-58.305367349217335, -9.331834739455765], [-58.305367349217335, -9.340817892296961], [-58.32333365489973, -9.340817892296961], [-58.32333365489973, -9.349801045138157], [-58.29638419637614, -9.349801045138157], [-58.29638419637614, -9.358784197979354]]]}",5907173.979707785,6,1,244.05828421741984,0.3203557410903359
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.28740104353494, -9.161154835473063], [-58.27841789069376, -9.161154835473063], [-58.27841789069376, -9.152171682631867], [-58.28740104353494, -9.152171682631867], [-58.28740104353494, -9.161154835473063]]]}",985050.9303190208,1,1,235.71653543307085,0.3106801440159908
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.28740104353494, -9.439632573550107], [-58.27841789069376, -9.439632573550107], [-58.27841789069376, -9.43064942070891], [-58.26943473785256, -9.43064942070891], [-58.26943473785256, -9.421666267867714], [-58.23350212648778, -9.421666267867714], [-58.23350212648778, -9.394716809344139], [-58.20655266796419, -9.394716809344139], [-58.20655266796419, -9.385733656502943], [-58.22451897364658, -9.385733656502943], [-58.22451897364658, -9.358784197979354], [-58.23350212648778, -9.358784197979354], [-58.23350212648778, -9.340817892296961], [-58.215535820805385, -9.340817892296961], [-58.215535820805385, -9.331834739455765], [-58.242485279328974, -9.331834739455765], [-58.242485279328974, -9.36776735082055], [-58.23350212648778, -9.36776735082055], [-58.23350212648778, -9.376750503661746], [-58.242485279328974, -9.376750503661746], [-58.242485279328974, -9.385733656502943], [-58.26045158501137, -9.385733656502943], [-58.26045158501137, -9.394716809344139], [-58.242485279328974, -9.394716809344139], [-58.242485279328974, -9.412683115026518], [-58.26943473785256, -9.412683115026518], [-58.26943473785256, -9.403699962185335], [-58.26045158501137, -9.403699962185335], [-58.26045158501137, -9.394716809344139], [-58.27841789069376, -9.394716809344139], [-58.27841789069376, -9.412683115026518], [-58.29638419637614, -9.412683115026518], [-58.29638419637614, -9.421666267867714], [-58.28740104353494, -9.421666267867714], [-58.28740104353494, -9.439632573550107]]]}",35438015.3426598,31,1,220.32053231939162,0.29596600933186
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.26943473785256, -9.385733656502943], [-58.26045158501137, -9.385733656502943], [-58.26045158501137, -9.376750503661746], [-58.26943473785256, -9.376750503661746], [-58.26943473785256, -9.385733656502943]]]}",984421.0087634972,1,1,214.73228346456693,0.2869991334089051
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.26045158501137, -9.376750503661746], [-58.25146843217017, -9.376750503661746], [-58.25146843217017, -9.358784197979354], [-58.26045158501137, -9.358784197979354], [-58.26045158501137, -9.340817892296961], [-58.25146843217017, -9.340817892296961], [-58.25146843217017, -9.331834739455765], [-58.26943473785256, -9.331834739455765], [-58.26943473785256, -9.322851586614568], [-58.27841789069376, -9.322851586614568], [-58.27841789069376, -9.340817892296961], [-58.26943473785256, -9.340817892296961], [-58.26943473785256, -9.36776735082055], [-58.26045158501137, -9.36776735082055], [-58.26045158501137, -9.376750503661746]]]}",8860616.454855401,9,1,235.15058926233084,0.2963402528679865
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.26045158501137, -9.4575988792325], [-58.25146843217017, -9.4575988792325], [-58.25146843217017, -9.448615726391303], [-58.26045158501137, -9.448615726391303], [-58.26045158501137, -9.4575988792325]]]}",984216.2391628245,1,1,215.38582677165357,0.5631694078829963
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.215535820805385, -9.349801045138157], [-58.20655266796419, -9.349801045138157], [-58.20655266796419, -9.340817892296961], [-58.215535820805385, -9.340817892296961], [-58.215535820805385, -9.349801045138157]]]}",984522.8128134616,1,1,240.34251968503938,0.5686613246851433
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.215535820805385, -9.376750503661746], [-58.20655266796419, -9.376750503661746], [-58.20655266796419, -9.36776735082055], [-58.215535820805385, -9.36776735082055], [-58.215535820805385, -9.376750503661746]]]}",984446.4960756453,1,1,231.7283464566929,0.6083883307161733
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.22451897364658, -9.4575988792325], [-58.20655266796419, -9.4575988792325], [-58.20655266796419, -9.448615726391303], [-58.215535820805385, -9.448615726391303], [-58.215535820805385, -9.43064942070891], [-58.20655266796419, -9.43064942070891], [-58.20655266796419, -9.412683115026518], [-58.22451897364658, -9.412683115026518], [-58.22451897364658, -9.421666267867714], [-58.23350212648778, -9.421666267867714], [-58.23350212648778, -9.43064942070891], [-58.22451897364658, -9.43064942070891], [-58.22451897364658, -9.4575988792325]]]}",8858459.293490162,9,1,214.87772925764196,0.33227844417289876
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.20655266796419, -9.520480949120874], [-58.170620056599404, -9.520480949120874], [-58.170620056599404, -9.511497796279677], [-58.20655266796419, -9.511497796279677], [-58.20655266796419, -9.520480949120874]]]}",3936143.29335339,4,1,235.1108930323847,0.3172107764784522
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-58.03587276398149, -9.439632573550107], [-58.02688961114029, -9.439632573550107], [-58.02688961114029, -9.43064942070891], [-58.03587276398149, -9.43064942070891], [-58.03587276398149, -9.439632573550107]]]}",984267.576737601,1,1,240.61811023622047,0.3363890681998866
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.990956999775506, -9.924722826974651], [-57.98197384693431, -9.924722826974651], [-57.98197384693431, -9.915739674133455], [-57.990956999775506, -9.915739674133455], [-57.990956999775506, -9.924722826974651]]]}",982847.5091729973,1,1,248.49212598425197,0.2751249823341624
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.98197384693431, -9.736076617309557], [-57.97299069409311, -9.736076617309557], [-57.97299069409311, -9.72709346446836], [-57.98197384693431, -9.72709346446836], [-57.98197384693431, -9.736076617309557]]]}",983408.1348003593,1,1,250.51181102362207,0.46243317288624153
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.990956999775506, -9.969638591180633], [-57.96400754125192, -9.969638591180633], [-57.96400754125192, -9.95167228549824], [-57.97299069409311, -9.95167228549824], [-57.97299069409311, -9.960655438339437], [-57.990956999775506, -9.960655438339437], [-57.990956999775506, -9.969638591180633]]]}",3930916.30183321,4,1,256.9655850540807,0.2977980030811947
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.96400754125192, -9.843874451403899], [-57.95502438841072, -9.843874451403899], [-57.95502438841072, -9.834891298562702], [-57.96400754125192, -9.834891298562702], [-57.96400754125192, -9.843874451403899]]]}",983089.082298741,1,1,258.1181102362205,0.3041481016335533
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.946041235569524, -9.915739674133455], [-57.928074929887146, -9.915739674133455], [-57.928074929887146, -9.906756521292259], [-57.946041235569524, -9.906756521292259], [-57.946041235569524, -9.915739674133455]]]}",1965748.9055647373,2,1,251.34381139489193,0.3411585098808379
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.91909177704595, -9.745059770150753], [-57.91010862420475, -9.745059770150753], [-57.91010862420475, -9.736076617309557], [-57.91909177704595, -9.736076617309557], [-57.91909177704595, -9.745059770150753]]]}",983381.6800328114,1,1,245.70866141732284,0.4008736841158316
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.91010862420475, -9.807941840039113], [-57.90112547136356, -9.807941840039113], [-57.90112547136356, -9.798958687197917], [-57.91010862420475, -9.798958687197917], [-57.91010862420475, -9.807941840039113]]]}",983195.8198457077,1,1,239.248031496063,0.3580120415306859
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.90112547136356, -9.75404292299195], [-57.89214231852236, -9.75404292299195], [-57.89214231852236, -9.745059770150753], [-57.90112547136356, -9.745059770150753], [-57.90112547136356, -9.75404292299195]]]}",983355.2010923078,1,1,244.7204724409449,0.354785624980077
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.90112547136356, -9.861840757086291], [-57.89214231852236, -9.861840757086291], [-57.89214231852236, -9.852857604245095], [-57.90112547136356, -9.852857604245095], [-57.90112547136356, -9.861840757086291]]]}",983035.5685270876,1,1,236.21259842519683,0.43218232285591185
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.883159165681164, -9.682177700262379], [-57.87417601283997, -9.682177700262379], [-57.87417601283997, -9.673194547421183], [-57.883159165681164, -9.673194547421183], [-57.883159165681164, -9.682177700262379]]]}",983566.3557325524,1,1,247.1732283464567,0.3098734524704734
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.883159165681164, -9.861840757086291], [-57.87417601283997, -9.861840757086291], [-57.87417601283997, -9.852857604245095], [-57.883159165681164, -9.852857604245095], [-57.883159165681164, -9.861840757086291]]]}",983035.5685264486,1,1,246.13779527559052,0.3415005911034634
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.86519285999877, -9.736076617309557], [-57.856209707157575, -9.736076617309557], [-57.856209707157575, -9.718110311627164], [-57.86519285999877, -9.718110311627164], [-57.86519285999877, -9.736076617309557]]]}",1966842.7001957283,2,1,249.55708661417324,0.37600343359163735
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.84722655431638, -9.825908145721506], [-57.83824340147518, -9.825908145721506], [-57.83824340147518, -9.81692499288031], [-57.84722655431638, -9.81692499288031], [-57.84722655431638, -9.825908145721506]]]}",983142.4994066171,1,1,227.60236220472444,0.37473588858462936
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.83824340147518, -9.736076617309557], [-57.829260248633986, -9.736076617309557], [-57.829260248633986, -9.72709346446836], [-57.83824340147518, -9.72709346446836], [-57.83824340147518, -9.736076617309557]]]}",983408.1348010346,1,1,273.2795275590551,0.474372974578561
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.83824340147518, -9.807941840039113], [-57.829260248633986, -9.807941840039113], [-57.829260248633986, -9.780992381515524], [-57.83824340147518, -9.780992381515524], [-57.83824340147518, -9.763026075833132], [-57.856209707157575, -9.763026075833132], [-57.856209707157575, -9.772009228674328], [-57.84722655431638, -9.772009228674328], [-57.84722655431638, -9.78997553435672], [-57.83824340147518, -9.78997553435672], [-57.83824340147518, -9.807941840039113]]]}",6882783.429501003,7,1,237.86531986531986,0.3417074607956613
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.83824340147518, -9.852857604245095], [-57.829260248633986, -9.852857604245095], [-57.829260248633986, -9.843874451403899], [-57.83824340147518, -9.843874451403899], [-57.83824340147518, -9.852857604245095]]]}",983062.3374958624,1,1,233.53937007874015,0.46162424747818415
