geometry,area_m2,count,label,mean_elev,mean_ndvi
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.33518684236826, -9.897773368451062], [-57.317220536685866, -9.897773368451062], [-57.317220536685866, -9.888790215609866], [-57.33518684236826, -9.888790215609866], [-57.33518684236826, -9.897773368451062]]]}",1965856.5130360005,2,1,283.75049115913555,0.31105663161980046
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.28128792532108, -9.772009228674328], [-57.272304772479885, -9.772009228674328], [-57.272304772479885, -9.75404292299195], [-57.28128792532108, -9.75404292299195], [-57.28128792532108, -9.772009228674328]]]}",1966630.8686703662,2,1,271.4094488188976,0.36926380933490893
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.28128792532108, -10.005571202545404], [-57.26332161963869, -10.005571202545404], [-57.26332161963869, -9.996588049704208], [-57.28128792532108, -9.996588049704208], [-57.28128792532108, -10.005571202545404]]]}",1965207.9691409727,2,1,283.07858546168956,0.42445588727662226
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.26332161963869, -9.59234617185043], [-57.254338466797506, -9.59234617185043], [-57.254338466797506, -9.583363019009234], [-57.26332161963869, -9.583363019009234], [-57.26332161963869, -9.59234617185043]]]}",983828.122996638,1,1,230.996062992126,0.3171154434461003
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.26332161963869, -9.95167228549824], [-57.254338466797506, -9.95167228549824], [-57.254338466797506, -9.942689132657044], [-57.26332161963869, -9.942689132657044], [-57.26332161963869, -9.95167228549824]]]}",982766.5498887924,1,1,284.89763779527556,0.306468963145996
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.254338466797506, -9.601329324691626], [-57.24535531395631, -9.601329324691626], [-57.24535531395631, -9.59234617185043], [-57.254338466797506, -9.59234617185043], [-57.254338466797506, -9.601329324691626]]]}",983802.055091105,1,1,226.51968503937007,0.4377228297027383
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.254338466797506, -9.780992381515524], [-57.24535531395631, -9.780992381515524], [-57.24535531395631, -9.772009228674328], [-57.254338466797506, -9.772009228674328], [-57.254338466797506, -9.780992381515524]]]}",983275.6192370176,1,1,276,0.33777010188313844
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.254338466797506, -9.763026075833132], [-57.23637216111511, -9.763026075833132], [-57.23637216111511, -9.75404292299195], [-57.254338466797506, -9.75404292299195], [-57.254338466797506, -9.763026075833132]]]}",1966657.406998548,2,1,267.2337917485265,0.33427078317543274
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.24535531395631, -9.960655438339437], [-57.22738900827392, -9.960655438339437], [-57.22738900827392, -9.933705979815848], [-57.254338466797506, -9.933705979815848], [-57.254338466797506, -9.942689132657044], [-57.24535531395631, -9.942689132657044], [-57.24535531395631, -9.960655438339437]]]}",6879353.569500816,7,1,271.6831183398766,0.317796889709854
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.22738900827392, -9.75404292299195], [-57.209422702591525, -9.75404292299195], [-57.209422702591525, -9.745059770150753], [-57.22738900827392, -9.745059770150753], [-57.22738900827392, -9.75404292299195]]]}",1966710.413230805,2,1,251.37721021611,0.25052720089760216
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.209422702591525, -9.843874451403899], [-57.20043954975033, -9.843874451403899], [-57.20043954975033, -9.834891298562702], [-57.209422702591525, -9.834891298562702], [-57.209422702591525, -9.843874451403899]]]}",983089.0822997924,1,1,245.41338582677167,0.35345840488585284
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.17349009122674, -9.906756521292259], [-57.16450693838554, -9.906756521292259], [-57.16450693838554, -9.897773368451062], [-57.17349009122674, -9.897773368451062], [-57.17349009122674, -9.906756521292259]]]}",982901.3612274652,1,1,275.17716535433067,0.6577034307785049
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.16450693838554, -9.601329324691626], [-57.15552378554435, -9.601329324691626], [-57.15552378554435, -9.59234617185043], [-57.16450693838554, -9.59234617185043], [-57.16450693838554, -9.601329324691626]]]}",983802.0550904273,1,1,231.53149606299212,0.36401733882566173
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.16450693838554, -9.628278783215215], [-57.15552378554435, -9.628278783215215], [-57.15552378554435, -9.619295630374019], [-57.16450693838554, -9.619295630374019], [-57.16450693838554, -9.628278783215215]]]}",983723.7062666233,1,1,229.2952755905512,0.4008062069489391
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.16450693838554, -9.745059770150753], [-57.15552378554435, -9.745059770150753], [-57.15552378554435, -9.736076617309557], [-57.16450693838554, -9.736076617309557], [-57.16450693838554, -9.745059770150753]]]}",983381.6800327408,1,1,227.99212598425197,0.4159004154492555
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.16450693838554, -9.897773368451062], [-57.15552378554435, -9.897773368451062], [-57.15552378554435, -9.888790215609866], [-57.16450693838554, -9.888790215609866], [-57.16450693838554, -9.897773368451062]]]}",982928.2510117731,1,1,263.04724409448824,0.3901071783483167
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.15552378554435, -9.75404292299195], [-57.14654063270315, -9.75404292299195], [-57.14654063270315, -9.745059770150753], [-57.15552378554435, -9.745059770150753], [-57.15552378554435, -9.75404292299195]]]}",983355.2010931484,1,1,235.05511811023624,0.29739067438832634
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.15552378554435, -9.969638591180633], [-57.14654063270315, -9.969638591180633], [-57.14654063270315, -9.942689132657044], [-57.13755747986197, -9.942689132657044], [-57.13755747986197, -9.924722826974651], [-57.14654063270315, -9.924722826974651], [-57.14654063270315, -9.933705979815848], [-57.15552378554435, -9.933705979815848], [-57.15552378554435, -9.969638591180633]]]}",5896626.189138074,6,1,280.2939632545933,0.30325390705752187
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.13755747986197, -9.772009228674328], [-57.12857432702077, -9.772009228674328], [-57.12857432702077, -9.75404292299195], [-57.13755747986197, -9.75404292299195], [-57.13755747986197, -9.772009228674328]]]}",1966630.868670387,2,1,238.68503937007873,0.31225182875836627
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.13755747986197, -9.807941840039113], [-57.12857432702077, -9.807941840039113], [-57.12857432702077, -9.78997553435672], [-57.13755747986197, -9.78997553435672], [-57.13755747986197, -9.807941840039113]]]}",1966418.2636579594,2,1,285.03740157480314,0.28180799697299785
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.13755747986197, -9.825908145721506], [-57.12857432702077, -9.825908145721506], [-57.12857432702077, -9.81692499288031], [-57.13755747986197, -9.81692499288031], [-57.13755747986197, -9.825908145721506]]]}",983142.4994075338,1,1,284.1102362204724,0.3622359889067309
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.13755747986197, -9.915739674133455], [-57.12857432702077, -9.915739674133455], [-57.12857432702077, -9.906756521292259], [-57.13755747986197, -9.906756521292259], [-57.13755747986197, -9.915739674133455]]]}",982874.4472794329,1,1,293.00787401574803,0.42708573365821006
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.13755747986197, -9.960655438339437], [-57.12857432702077, -9.960655438339437], [-57.12857432702077, -9.95167228549824], [-57.119591174179575, -9.95167228549824], [-57.119591174179575, -9.942689132657044], [-57.13755747986197, -9.942689132657044], [-57.13755747986197, -9.960655438339437]]]}",2948259.5122633935,3,1,277.19003931847976,0.2761683810517625
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.12857432702077, -9.969638591180633], [-57.11060802133838, -9.969638591180633], [-57.11060802133838, -9.960655438339437], [-57.12857432702077, -9.960655438339437], [-57.12857432702077, -9.969638591180633]]]}",1965424.9234837154,2,1,276.2671905697446,0.31240781705621895
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.08365856281479, -9.75404292299195], [-57.074675409973594, -9.75404292299195], [-57.074675409973594, -9.745059770150753], [-57.08365856281479, -9.745059770150753], [-57.08365856281479, -9.75404292299195]]]}",983355.2010926392,1,1,240.19291338582676,0.36043536536460424
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.092641715655986, -10.023537508227797], [-57.074675409973594, -10.023537508227797], [-57.074675409973594, -10.0145543553866], [-57.092641715655986, -10.0145543553866], [-57.092641715655986, -10.023537508227797]]]}",1965099.2021147767,2,1,231.61493123772104,0.5033715996160051
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.074675409973594, -9.682177700262379], [-57.0656922571324, -9.682177700262379], [-57.0656922571324, -9.673194547421183], [-57.074675409973594, -9.673194547421183], [-57.074675409973594, -9.682177700262379]]]}",983566.3557337534,1,1,241.35826771653544,0.44320308971912303
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.074675409973594, -9.763026075833132], [-57.0656922571324, -9.763026075833132], [-57.0656922571324, -9.75404292299195], [-57.074675409973594, -9.75404292299195], [-57.074675409973594, -9.763026075833132]]]}",983328.697977413,1,1,246.88582677165354,0.355858369503935
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.074675409973594, -10.005571202545404], [-57.047725951450005, -10.005571202545404], [-57.047725951450005, -9.987604896863012], [-57.074675409973594, -9.987604896863012], [-57.074675409973594, -10.005571202545404]]]}",5895705.428926162,6,1,236.13481675392674,0.33062716738599457
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.02077649292643, -9.960655438339437], [-57.011793340085234, -9.960655438339437], [-57.011793340085234, -9.942689132657044], [-57.02077649292643, -9.942689132657044], [-57.02077649292643, -9.960655438339437]]]}",1965506.0650368806,2,1,241.52559055118112,0.605607792733162
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.02077649292643, -9.987604896863012], [-57.011793340085234, -9.987604896863012], [-57.011793340085234, -9.97862174402183], [-57.02077649292643, -9.97862174402183], [-57.02077649292643, -9.987604896863012]]]}",982658.2659712018,1,1,224.22834645669292,0.48211181739664805
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.478917287827386, -9.520480949120874], [-57.46993413498619, -9.520480949120874], [-57.46993413498619, -9.511497796279677], [-57.478917287827386, -9.511497796279677], [-57.478917287827386, -9.520480949120874]]]}",984035.7955812617,1,1,253.5748031496063,0.3628679388401827
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.46095098214499, -9.493531490597285], [-57.4519678293038, -9.493531490597285], [-57.4519678293038, -9.484548337756088], [-57.46095098214499, -9.484548337756088], [-57.46095098214499, -9.493531490597285]]]}",984113.2736924919,1,1,278.4212598425197,0.364718326540315
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.4519678293038, -9.475565184914892], [-57.4429846764626, -9.475565184914892], [-57.4429846764626, -9.466582032073696], [-57.4519678293038, -9.466582032073696], [-57.4519678293038, -9.475565184914892]]]}",984164.8048135131,1,1,262.0787401574803,0.3684354897741448
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.4429846764626, -9.448615726391303], [-57.434001523621404, -9.448615726391303], [-57.434001523621404, -9.439632573550107], [-57.42501837078021, -9.439632573550107], [-57.42501837078021, -9.43064942070891], [-57.434001523621404, -9.43064942070891], [-57.434001523621404, -9.412683115026518], [-57.4429846764626, -9.412683115026518], [-57.4429846764626, -9.448615726391303]]]}",4921389.100289425,5,1,300.9858379228955,0.33995533029518726
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.4429846764626, -9.50251464343848], [-57.42501837078021, -9.50251464343848], [-57.42501837078021, -9.493531490597285], [-57.434001523621404, -9.493531490597285], [-57.434001523621404, -9.484548337756088], [-57.4429846764626, -9.484548337756088], [-57.4429846764626, -9.50251464343848]]]}",2952300.7784590716,3,1,260.9279161205768,0.3635928428856381
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.38908575941542, -9.43064942070891], [-57.380102606574226, -9.43064942070891], [-57.380102606574226, -9.421666267867714], [-57.38908575941542, -9.421666267867714], [-57.38908575941542, -9.43064942070891]]]}",984293.2092332012,1,1,306.18110236220474,0.2998258162522103
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.380102606574226, -9.331834739455765], [-57.37111945373303, -9.331834739455765], [-57.37111945373303, -9.313868433773372], [-57.380102606574226, -9.313868433773372], [-57.380102606574226, -9.331834739455765]]]}",1969172.4813683452,2,1,263.5866141732283,0.34927357258300623
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.36213630089185, -9.340817892296961], [-57.35315314805065, -9.340817892296961], [-57.35315314805065, -9.331834739455765], [-57.36213630089185, -9.331834739455765], [-57.36213630089185, -9.340817892296961]]]}",984548.2033249823,1,1,278.23622047244095,0.34873763231684013
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.36213630089185, -9.484548337756088], [-57.35315314805065, -9.484548337756088], [-57.35315314805065, -9.475565184914892], [-57.36213630089185, -9.475565184914892], [-57.36213630089185, -9.484548337756088]]]}",984139.051349802,1,1,231.31496062992125,0.3509156597739631
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.344169995209455, -9.277935822408601], [-57.33518684236826, -9.277935822408601], [-57.33518684236826, -9.268952669567405], [-57.344169995209455, -9.268952669567405], [-57.344169995209455, -9.277935822408601]]]}",984725.2592122781,1,1,302.0157480314961,0.44398133375246207
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.344169995209455, -9.349801045138157], [-57.33518684236826, -9.349801045138157], [-57.33518684236826, -9.340817892296961], [-57.344169995209455, -9.340817892296961], [-57.344169995209455, -9.349801045138157]]]}",984522.8128130703,1,1,297.1692913385827,0.35514178300169974
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.344169995209455, -9.484548337756088], [-57.33518684236826, -9.484548337756088], [-57.33518684236826, -9.466582032073696], [-57.344169995209455, -9.466582032073696], [-57.344169995209455, -9.484548337756088]]]}",1968303.8561614733,2,1,253.37204724409452,0.3760319375400722
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.26332161963869, -9.385733656502943], [-57.254338466797506, -9.385733656502943], [-57.254338466797506, -9.376750503661746], [-57.26332161963869, -9.376750503661746], [-57.26332161963869, -9.385733656502943]]]}",984421.0087609991,1,1,288.26771653543307,0.5865699084825114
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.26332161963869, -9.484548337756088], [-57.254338466797506, -9.484548337756088], [-57.254338466797506, -9.475565184914892], [-57.26332161963869, -9.475565184914892], [-57.26332161963869, -9.484548337756088]]]}",984139.0513466754,1,1,229.39763779527556,0.49055941478431536
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.22738900827392, -9.385733656502943], [-57.209422702591525, -9.385733656502943], [-57.209422702591525, -9.376750503661746], [-57.21840585543272, -9.376750503661746], [-57.21840585543272, -9.36776735082055], [-57.22738900827392, -9.36776735082055], [-57.22738900827392, -9.385733656502943]]]}",2953300.9301147307,3,1,266.7234600262124,0.4585386546240025
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.13755747986197, -9.493531490597285], [-57.12857432702077, -9.493531490597285], [-57.12857432702077, -9.484548337756088], [-57.13755747986197, -9.484548337756088], [-57.13755747986197, -9.493531490597285]]]}",984113.2736931441,1,1,241.4055118110236,0.31666930314802977
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.12857432702077, -9.484548337756088], [-57.119591174179575, -9.484548337756088], [-57.119591174179575, -9.466582032073696], [-57.12857432702077, -9.466582032073696], [-57.12857432702077, -9.484548337756088]]]}",1968303.856161818,2,1,233.35629921259843,0.3221597036066861
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.0567091042912, -9.331834739455765], [-57.03874279860881, -9.331834739455765], [-57.03874279860881, -9.313868433773372], [-57.0567091042912, -9.313868433773372], [-57.0567091042912, -9.331834739455765]]]}",3938344.985043632,4,1,214.13064833005896,0.3110416454155996
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.047725951450005, -9.421666267867714], [-57.03874279860881, -9.421666267867714], [-57.03874279860881, -9.412683115026518], [-57.047725951450005, -9.412683115026518], [-57.047725951450005, -9.421666267867714]]]}",984318.8175330339,1,1,240.05118110236222,0.34196252786402787
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.11060802133838, -8.128092258735613], [-57.10162486849718, -8.128092258735613], [-57.10162486849718, -8.119109105894417], [-57.11060802133838, -8.119109105894417], [-57.11060802133838, -8.128092258735613]]]}",987753.5013723529,1,1,381.8779527559055,0.3640339063346025
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-57.12857432702077, -7.418423184281188], [-57.119591174179575, -7.418423184281188], [-57.119591174179575, -7.409440031439992], [-57.12857432702077, -7.409440031439992], [-57.12857432702077, -7.418423184281188]]]}",989424.041235464,1,1,211.4724409448819,0.3733773614332013
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.984843881561645, -9.996588049704208], [-56.97586072872045, -9.996588049704208], [-56.97586072872045, -9.987604896863012], [-56.984843881561645, -9.987604896863012], [-56.984843881561645, -9.996588049704208]]]}",982631.1346029625,1,1,227.3031496062992,0.4115115695647975
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.94891127019686, -9.942689132657044], [-56.93992811735566, -9.942689132657044], [-56.93992811735566, -9.933705979815848], [-56.94891127019686, -9.933705979815848], [-56.94891127019686, -9.942689132657044]]]}",982793.5604774596,1,1,214.0472440944882,0.45285668168348026
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.94891127019686, -9.996588049704208], [-56.93992811735566, -9.996588049704208], [-56.93992811735566, -9.987604896863012], [-56.94891127019686, -9.987604896863012], [-56.94891127019686, -9.996588049704208]]]}",982631.1346029722,1,1,219.8858267716535,0.3880409821932004
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.93992811735566, -9.772009228674328], [-56.93094496451447, -9.772009228674328], [-56.93094496451447, -9.763026075833132], [-56.93992811735566, -9.763026075833132], [-56.93992811735566, -9.772009228674328]]]}",983302.1706934399,1,1,249.21653543307085,0.31121912499830245
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.85907974178491, -9.565396713326841], [-56.850096588943714, -9.565396713326841], [-56.850096588943714, -9.547430407644448], [-56.85907974178491, -9.547430407644448], [-56.85907974178491, -9.565396713326841]]]}",1967838.3344000934,2,1,359.4488188976378,0.4160793879467925
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.85907974178491, -9.924722826974651], [-56.850096588943714, -9.924722826974651], [-56.850096588943714, -9.915739674133455], [-56.85907974178491, -9.915739674133455], [-56.85907974178491, -9.924722826974651]]]}",982847.5091720885,1,1,250.9251968503937,0.6294469980288855
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.84111343610252, -9.897773368451062], [-56.823147130420125, -9.897773368451062], [-56.823147130420125, -9.888790215609866], [-56.84111343610252, -9.888790215609866], [-56.84111343610252, -9.897773368451062]]]}",1965856.5130357773,2,1,220.78388998035362,0.36111483160526664
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.83213028326132, -9.924722826974651], [-56.81416397757893, -9.924722826974651], [-56.81416397757893, -9.906756521292259], [-56.823147130420125, -9.906756521292259], [-56.823147130420125, -9.915739674133455], [-56.83213028326132, -9.915739674133455], [-56.83213028326132, -9.924722826974651]]]}",2948582.5462872493,3,1,235.14698162729658,0.4444045560013855
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.823147130420125, -9.969638591180633], [-56.81416397757893, -9.969638591180633], [-56.81416397757893, -9.960655438339437], [-56.823147130420125, -9.960655438339437], [-56.823147130420125, -9.969638591180633]]]}",982712.4562451815,1,1,249.28740157480314,0.44621530093271644
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.81416397757893, -9.700144005944772], [-56.80518082473773, -9.700144005944772], [-56.80518082473773, -9.691160853103575], [-56.81416397757893, -9.691160853103575], [-56.81416397757893, -9.700144005944772]]]}",983513.7121269562,1,1,280.4803149606299,0.480382847858131
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.80518082473773, -9.709127158785968], [-56.79619767189655, -9.709127158785968], [-56.79619767189655, -9.700144005944772], [-56.80518082473773, -9.700144005944772], [-56.80518082473773, -9.709127158785968]]]}",983487.3540572856,1,1,298.8897637795275,0.6448684074188837
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.79619767189655, -9.700144005944772], [-56.787214519055354, -9.700144005944772], [-56.787214519055354, -9.691160853103575], [-56.79619767189655, -9.691160853103575], [-56.79619767189655, -9.700144005944772]]]}",983513.7121269691,1,1,292.8543307086614,0.5443715215851086
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.79619767189655, -9.906756521292259], [-56.787214519055354, -9.906756521292259], [-56.787214519055354, -9.888790215609866], [-56.79619767189655, -9.888790215609866], [-56.79619767189655, -9.906756521292259]]]}",1965829.612239645,2,1,237.6279527559055,0.3769395352341405
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.760265060531765, -9.745059770150753], [-56.75128190769057, -9.745059770150753], [-56.75128190769057, -9.736076617309557], [-56.760265060531765, -9.736076617309557], [-56.760265060531765, -9.745059770150753]]]}",983381.6800338159,1,1,294.6811023622047,0.4427737770521275
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.72433244916698, -9.969638591180633], [-56.70636614348459, -9.969638591180633], [-56.70636614348459, -9.960655438339437], [-56.72433244916698, -9.960655438339437], [-56.72433244916698, -9.969638591180633]]]}",1965424.923483091,2,1,279.48526522593323,0.29372389833793716
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.69738299064339, -9.646245088897594], [-56.688399837802194, -9.646245088897594], [-56.688399837802194, -9.637261936056412], [-56.69738299064339, -9.637261936056412], [-56.69738299064339, -9.646245088897594]]]}",983671.3528076973,1,1,250.29133858267716,0.4091144157111688
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.69738299064339, -9.95167228549824], [-56.688399837802194, -9.95167228549824], [-56.688399837802194, -9.933705979815848], [-56.69738299064339, -9.933705979815848], [-56.69738299064339, -9.924722826974651], [-56.70636614348459, -9.924722826974651], [-56.70636614348459, -9.942689132657044], [-56.69738299064339, -9.942689132657044], [-56.69738299064339, -9.95167228549824]]]}",3931174.2177502634,4,1,267.3585461689588,0.31532143190254824
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.69738299064339, -9.987604896863012], [-56.688399837802194, -9.987604896863012], [-56.688399837802194, -9.97862174402183], [-56.69738299064339, -9.97862174402183], [-56.69738299064339, -9.987604896863012]]]}",982658.2659720056,1,1,261.88582677165357,0.3908809096575543
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.69738299064339, -10.0145543553866], [-56.688399837802194, -10.0145543553866], [-56.688399837802194, -9.996588049704208], [-56.69738299064339, -9.996588049704208], [-56.69738299064339, -10.0145543553866]]]}",1965180.7784789274,2,1,276.31299212598435,0.4486832726042314
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.688399837802194, -9.969638591180633], [-56.67941668496101, -9.969638591180633], [-56.67941668496101, -9.960655438339437], [-56.688399837802194, -9.960655438339437], [-56.688399837802194, -9.969638591180633]]]}",982712.4562436541,1,1,253.248031496063,0.5620043125125345
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.67941668496101, -9.843874451403899], [-56.670433532119816, -9.843874451403899], [-56.670433532119816, -9.834891298562702], [-56.67941668496101, -9.834891298562702], [-56.67941668496101, -9.843874451403899]]]}",983089.0822987319,1,1,262.38582677165357,0.31491145383659264
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.67941668496101, -9.942689132657044], [-56.670433532119816, -9.942689132657044], [-56.670433532119816, -9.933705979815848], [-56.67941668496101, -9.933705979815848], [-56.67941668496101, -9.942689132657044]]]}",982793.5604759584,1,1,254.37007874015748,0.3144827527652043
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.67941668496101, -9.960655438339437], [-56.670433532119816, -9.960655438339437], [-56.670433532119816, -9.95167228549824], [-56.67941668496101, -9.95167228549824], [-56.67941668496101, -9.960655438339437]]]}",982739.5151463443,1,1,250.16535433070865,0.3443648301261769
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.67941668496101, -9.691160853103575], [-56.66145037927862, -9.691160853103575], [-56.66145037927862, -9.682177700262379], [-56.67941668496101, -9.682177700262379], [-56.67941668496101, -9.691160853103575]]]}",1967080.103098906,2,1,276.8212180746562,0.28656639258726047
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.67941668496101, -9.987604896863012], [-56.66145037927862, -9.987604896863012], [-56.66145037927862, -9.97862174402183], [-56.670433532119816, -9.97862174402183], [-56.670433532119816, -9.969638591180633], [-56.67941668496101, -9.969638591180633], [-56.67941668496101, -9.987604896863012]]]}",2948015.0627608695,3,1,256.0615989515073,0.44737051657416704
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.65246722643742, -9.942689132657044], [-56.64348407359623, -9.942689132657044], [-56.64348407359623, -9.933705979815848], [-56.65246722643742, -9.933705979815848], [-56.65246722643742, -9.942689132657044]]]}",982793.5604767867,1,1,242.06299212598427,0.5326279435555867
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.65246722643742, -9.97862174402183], [-56.64348407359623, -9.97862174402183], [-56.64348407359623, -9.969638591180633], [-56.65246722643742, -9.969638591180633], [-56.65246722643742, -9.97862174402183]]]}",982685.373186673,1,1,264.37007874015745,0.4171689012928581
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.64348407359623, -9.547430407644448], [-56.63450092075503, -9.547430407644448], [-56.63450092075503, -9.538447254803252], [-56.64348407359623, -9.538447254803252], [-56.64348407359623, -9.547430407644448]]]}",983958.0997653725,1,1,261.503937007874,0.2506448462366242
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.64348407359623, -9.996588049704208], [-56.63450092075503, -9.996588049704208], [-56.63450092075503, -9.987604896863012], [-56.64348407359623, -9.987604896863012], [-56.64348407359623, -9.996588049704208]]]}",982631.1346029309,1,1,266.1968503937008,0.4630697813399325
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.63450092075503, -9.556413560485645], [-56.625517767913834, -9.556413560485645], [-56.625517767913834, -9.547430407644448], [-56.63450092075503, -9.547430407644448], [-56.63450092075503, -9.556413560485645]]]}",983932.152784116,1,1,265.14173228346453,0.3292878225767306
"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[-56.625517767913834, -9.924722826974651], [-56.61653461507264, -9.924722826974651], [-56.61653461507264, -9.915739674133455], [-56.625517767913834, -9.915739674133455], [-56.625517767913834, -9.924722826974651]]]}",982847.5091717853,1,1,246.61811023622047,0.28702192278340777
